timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770208516.862779,none,/big.txt,20480,4096,unknown,0.0000,0,,
1770208516.8658319,none,/big.txt,491520,4096,irregular,0.0000,0,,
1770208516.8683982,none,/big.txt,172032,4096,irregular,0.0000,0,,
1770208516.870537,none,/big.txt,1228800,0,irregular,0.0000,0,,
1770208516.872489,none,/big.txt,69632,4096,irregular,0.0000,0,,
1770208516.8744462,none,/big.txt,1024000,0,irregular,0.0000,0,,
1770208516.876571,none,/big.txt,360448,4096,irregular,0.0000,0,,
1770208516.878418,none,/big.txt,778240,4096,irregular,0.0000,0,,
1770208516.88029,none,/big.txt,245760,4096,irregular,0.0000,0,,
1770208516.88195,none,/big.txt,40960,4096,irregular,0.0000,0,,
1770208516.8836029,none,/big.txt,1126400,0,irregular,0.0000,0,,
1770208516.88541,none,/big.txt,135168,4096,irregular,0.0000,0,,
1770208516.8870862,none,/big.txt,655360,4096,irregular,0.0000,0,,
1770208516.88863,none,/big.txt,860160,4096,irregular,0.0000,0,,
1770208516.8902059,none,/big.txt,389120,4096,irregular,0.0000,0,,
