timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770209004.262552,adaptive,/big.txt,20480,4096,unknown,0.0000,0,,
1770209004.265065,adaptive,/big.txt,491520,4096,irregular,0.0000,0,,
1770209004.267782,adaptive,/big.txt,172032,4096,irregular,0.0000,0,,
1770209004.269996,adaptive,/big.txt,1228800,0,irregular,0.0000,0,,
1770209004.271957,adaptive,/big.txt,69632,4096,irregular,0.0000,0,,
1770209004.2737432,adaptive,/big.txt,1024000,0,irregular,0.0000,0,,
1770209004.275732,adaptive,/big.txt,360448,4096,irregular,0.0000,0,,
1770209004.2776551,adaptive,/big.txt,778240,4096,irregular,0.0000,0,,
1770209004.279487,adaptive,/big.txt,245760,4096,irregular,0.0000,0,,
1770209004.281282,adaptive,/big.txt,40960,4096,irregular,0.0000,0,,
1770209004.283081,adaptive,/big.txt,1126400,0,irregular,0.0000,0,,
1770209004.2847989,adaptive,/big.txt,135168,4096,irregular,0.0000,0,,
1770209004.286576,adaptive,/big.txt,655360,4096,irregular,0.0000,0,,
1770209004.288322,adaptive,/big.txt,860160,4096,irregular,0.0000,0,,
1770209004.289958,adaptive,/big.txt,389120,4096,irregular,0.0000,0,,
