timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770207791.966031,none,/big.txt,0,65536,unknown,0.0000,0,,
1770207791.966246,none,/big.txt,65536,65536,sequential,1.0000,0,,
1770207791.9664278,none,/big.txt,131072,65536,sequential,1.0000,0,,
1770207791.966605,none,/big.txt,196608,65536,sequential,1.0000,0,,
1770207791.966741,none,/big.txt,262144,65536,sequential,1.0000,0,,
1770207791.96685,none,/big.txt,327680,65536,sequential,1.0000,0,,
1770207791.966967,none,/big.txt,393216,65536,sequential,1.0000,0,,
1770207791.967092,none,/big.txt,458752,65536,sequential,1.0000,0,,
1770207791.967198,none,/big.txt,524288,65536,sequential,1.0000,0,,
1770207791.967297,none,/big.txt,589824,65536,sequential,1.0000,0,,
1770207791.967416,none,/big.txt,655360,65536,sequential,1.0000,0,,
1770207791.967525,none,/big.txt,720896,65536,sequential,1.0000,0,,
1770207791.967631,none,/big.txt,786432,65536,sequential,1.0000,0,,
1770207791.967744,none,/big.txt,851968,65536,sequential,1.0000,0,,
1770207791.9678369,none,/big.txt,917504,65536,sequential,1.0000,0,,
1770207791.9679282,none,/big.txt,983040,40960,sequential,1.0000,0,,
1770207791.9680152,none,/big.txt,1024000,0,sequential,1.0000,0,,
