workload,run,real_sec,user_sec,sys_sec
sequential,1,0.0130,0.0020,0.0040
sequential,2,0.0160,0.0030,0.0060
sequential,3,0.0170,0.0030,0.0060
sequential,4,0.0170,0.0030,0.0060
sequential,5,0.0120,0.0020,0.0040
sequential,6,0.0160,0.0030,0.0050
sequential,7,0.0170,0.0030,0.0060
sequential,8,0.0160,0.0030,0.0050
sequential,9,0.0190,0.0030,0.0060
sequential,10,0.0170,0.0030,0.0060
random,1,0.0550,0.0150,0.0280
random,2,0.0360,0.0110,0.0180
random,3,0.0310,0.0090,0.0150
random,4,0.0510,0.0140,0.0260
random,5,0.0520,0.0150,0.0260
random,6,0.0530,0.0150,0.0270
random,7,0.0520,0.0150,0.0270
random,8,0.0530,0.0150,0.0270
random,9,0.0530,0.0150,0.0270
random,10,0.0520,0.0150,0.0260
phase_change,1,0.0460,0.0120,0.0200
phase_change,2,0.0500,0.0130,0.0230
phase_change,3,0.0500,0.0130,0.0220
phase_change,4,0.0510,0.0130,0.0220
phase_change,5,0.0320,0.0080,0.0130
phase_change,6,0.0500,0.0120,0.0220
phase_change,7,0.0490,0.0120,0.0220
phase_change,8,0.0270,0.0070,0.0120
phase_change,9,0.0490,0.0120,0.0220
phase_change,10,0.0440,0.0110,0.0190
