workload,run,real_sec,user_sec,sys_sec
sequential,1,0.0110,0.0020,0.0030
sequential,2,0.0160,0.0030,0.0060
sequential,3,0.0130,0.0030,0.0040
sequential,4,0.0160,0.0030,0.0060
sequential,5,0.0160,0.0040,0.0050
sequential,6,0.0150,0.0030,0.0060
sequential,7,0.0160,0.0030,0.0060
sequential,8,0.0160,0.0030,0.0060
sequential,9,0.0170,0.0040,0.0060
sequential,10,0.0160,0.0030,0.0060
random,1,0.0350,0.0100,0.0160
random,2,0.0520,0.0130,0.0240
random,3,0.0290,0.0090,0.0140
random,4,0.0530,0.0150,0.0280
random,5,0.0520,0.0150,0.0270
random,6,0.0530,0.0150,0.0280
random,7,0.0520,0.0150,0.0270
random,8,0.0500,0.0140,0.0260
random,9,0.0510,0.0150,0.0260
random,10,0.0490,0.0140,0.0250
phase_change,1,0.0520,0.0110,0.0210
phase_change,2,0.0500,0.0130,0.0220
phase_change,3,0.0460,0.0120,0.0210
phase_change,4,0.0500,0.0130,0.0230
phase_change,5,0.0490,0.0120,0.0220
phase_change,6,0.0490,0.0120,0.0220
phase_change,7,0.0500,0.0130,0.0230
phase_change,8,0.0490,0.0120,0.0210
phase_change,9,0.0500,0.0130,0.0230
phase_change,10,0.0510,0.0130,0.0230
