timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770208471.120971,none,/big.txt,20480,4096,unknown,0.0000,0,,
1770208471.1234891,none,/big.txt,491520,4096,irregular,0.0000,0,,
1770208471.125749,none,/big.txt,172032,4096,irregular,0.0000,0,,
1770208471.127881,none,/big.txt,1228800,0,irregular,0.0000,0,,
1770208471.129876,none,/big.txt,69632,4096,irregular,0.0000,0,,
1770208471.131763,none,/big.txt,1024000,0,irregular,0.0000,0,,
1770208471.133725,none,/big.txt,360448,4096,irregular,0.0000,0,,
1770208471.135902,none,/big.txt,778240,4096,irregular,0.0000,0,,
1770208471.137795,none,/big.txt,245760,4096,irregular,0.0000,0,,
1770208471.139534,none,/big.txt,40960,4096,irregular,0.0000,0,,
1770208471.1411798,none,/big.txt,1126400,0,irregular,0.0000,0,,
1770208471.142808,none,/big.txt,135168,4096,irregular,0.0000,0,,
1770208471.144586,none,/big.txt,655360,4096,irregular,0.0000,0,,
1770208471.146196,none,/big.txt,860160,4096,irregular,0.0000,0,,
1770208471.1476831,none,/big.txt,389120,4096,irregular,0.0000,0,,
