timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770208788.539853,baseline,/big.txt,20480,4096,unknown,0.0000,1,24576,4096
1770208788.542124,baseline,/big.txt,491520,4096,irregular,0.0000,1,495616,4096
1770208788.544181,baseline,/big.txt,172032,4096,irregular,0.0000,1,176128,4096
1770208788.546279,baseline,/big.txt,1228800,0,irregular,0.0000,0,,
1770208788.548287,baseline,/big.txt,69632,4096,irregular,0.0000,1,73728,4096
1770208788.550195,baseline,/big.txt,1024000,0,irregular,0.0000,0,,
1770208788.552373,baseline,/big.txt,360448,4096,irregular,0.0000,1,364544,4096
1770208788.554253,baseline,/big.txt,778240,4096,irregular,0.0000,1,782336,4096
1770208788.555988,baseline,/big.txt,245760,4096,irregular,0.0000,1,249856,4096
1770208788.5577002,baseline,/big.txt,40960,4096,irregular,0.0000,1,45056,4096
1770208788.5592802,baseline,/big.txt,1126400,0,irregular,0.0000,0,,
1770208788.560937,baseline,/big.txt,135168,4096,irregular,0.0000,1,139264,4096
1770208788.562609,baseline,/big.txt,655360,4096,irregular,0.0000,1,659456,4096
1770208788.564234,baseline,/big.txt,860160,4096,irregular,0.0000,1,864256,4096
1770208788.565762,baseline,/big.txt,389120,4096,irregular,0.0000,1,393216,4096
