timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770208846.102376,baseline,/big.txt,20480,4096,unknown,0.0000,1,24576,4096
1770208846.105123,baseline,/big.txt,491520,4096,irregular,0.0000,1,495616,4096
1770208846.107306,baseline,/big.txt,172032,4096,irregular,0.0000,1,176128,4096
1770208846.109534,baseline,/big.txt,1228800,0,irregular,0.0000,0,,
1770208846.1116061,baseline,/big.txt,69632,4096,irregular,0.0000,1,73728,4096
1770208846.1135721,baseline,/big.txt,1024000,0,irregular,0.0000,0,,
1770208846.115561,baseline,/big.txt,360448,4096,irregular,0.0000,1,364544,4096
1770208846.117547,baseline,/big.txt,778240,4096,irregular,0.0000,1,782336,4096
1770208846.119422,baseline,/big.txt,245760,4096,irregular,0.0000,1,249856,4096
1770208846.1210911,baseline,/big.txt,40960,4096,irregular,0.0000,1,45056,4096
1770208846.122813,baseline,/big.txt,1126400,0,irregular,0.0000,0,,
1770208846.1245692,baseline,/big.txt,135168,4096,irregular,0.0000,1,139264,4096
1770208846.126174,baseline,/big.txt,655360,4096,irregular,0.0000,1,659456,4096
1770208846.127871,baseline,/big.txt,860160,4096,irregular,0.0000,1,864256,4096
1770208846.129508,baseline,/big.txt,389120,4096,irregular,0.0000,1,393216,4096
