workload,run,real_sec,user_sec,sys_sec
sequential,1,0.0880,0.0030,0.0140
sequential,2,0.0860,0.0040,0.0130
sequential,3,0.0890,0.0040,0.0140
sequential,4,0.0890,0.0040,0.0140
sequential,5,0.0860,0.0040,0.0130
sequential,6,0.0920,0.0020,0.0100
sequential,7,0.0750,0.0020,0.0090
sequential,8,0.0860,0.0040,0.0130
sequential,9,0.0850,0.0040,0.0140
sequential,10,0.0800,0.0020,0.0120
sequential,11,0.0850,0.0040,0.0130
sequential,12,0.0850,0.0040,0.0130
sequential,13,0.0860,0.0040,0.0130
sequential,14,0.0850,0.0040,0.0130
sequential,15,0.0860,0.0040,0.0130
sequential,16,0.0850,0.0040,0.0130
sequential,17,0.0850,0.0040,0.0130
sequential,18,0.0810,0.0010,0.0110
sequential,19,0.0860,0.0040,0.0130
sequential,20,0.0860,0.0040,0.0140
random,1,0.0330,0.0090,0.0170
random,2,0.0360,0.0110,0.0190
random,3,0.0230,0.0070,0.0120
random,4,0.0350,0.0100,0.0190
random,5,0.0350,0.0100,0.0190
random,6,0.0350,0.0100,0.0180
random,7,0.0360,0.0110,0.0190
random,8,0.0360,0.0110,0.0190
random,9,0.0350,0.0100,0.0180
random,10,0.0350,0.0100,0.0180
random,11,0.0360,0.0110,0.0190
random,12,0.0360,0.0100,0.0190
random,13,0.0350,0.0110,0.0190
random,14,0.0350,0.0100,0.0180
random,15,0.0350,0.0100,0.0180
random,16,0.0350,0.0100,0.0180
random,17,0.0350,0.0100,0.0180
random,18,0.0380,0.0110,0.0200
random,19,0.0230,0.0070,0.0120
random,20,0.0360,0.0100,0.0190
phase_change,1,0.1930,0.0150,0.0400
phase_change,2,0.1990,0.0150,0.0400
phase_change,3,0.1990,0.0150,0.0410
phase_change,4,0.1970,0.0150,0.0390
phase_change,5,0.1940,0.0150,0.0390
phase_change,6,0.1950,0.0150,0.0400
phase_change,7,0.2080,0.0180,0.0430
phase_change,8,0.1940,0.0150,0.0390
phase_change,9,0.1930,0.0150,0.0400
phase_change,10,0.1960,0.0150,0.0400
phase_change,11,0.1910,0.0150,0.0390
phase_change,12,0.1930,0.0150,0.0400
phase_change,13,0.1970,0.0150,0.0400
phase_change,14,0.1930,0.0150,0.0400
phase_change,15,0.1840,0.0130,0.0350
phase_change,16,0.1940,0.0160,0.0410
