workload,run,real_sec,user_sec,sys_sec
sequential,1,0.1130,0.0030,0.0160
sequential,2,0.0790,0.0020,0.0090
sequential,3,0.0910,0.0040,0.0140
sequential,4,0.0790,0.0010,0.0090
sequential,5,0.0890,0.0040,0.0130
sequential,6,0.0870,0.0030,0.0130
sequential,7,0.0900,0.0040,0.0140
sequential,8,0.0880,0.0040,0.0130
sequential,9,0.0870,0.0040,0.0130
sequential,10,0.0880,0.0040,0.0130
sequential,11,0.0900,0.0040,0.0140
sequential,12,0.0890,0.0040,0.0130
sequential,13,0.0890,0.0040,0.0130
sequential,14,0.0870,0.0030,0.0120
sequential,15,0.0880,0.0040,0.0130
sequential,16,0.0870,0.0040,0.0130
sequential,17,0.0880,0.0040,0.0130
sequential,18,0.0880,0.0040,0.0130
sequential,19,0.0880,0.0040,0.0130
sequential,20,0.0860,0.0040,0.0130
random,1,0.0370,0.0100,0.0190
random,2,0.0360,0.0110,0.0190
random,3,0.0350,0.0100,0.0190
random,4,0.0350,0.0100,0.0190
random,5,0.0310,0.0090,0.0160
random,6,0.0450,0.0100,0.0170
random,7,0.0360,0.0110,0.0190
random,8,0.0350,0.0100,0.0180
random,9,0.0360,0.0100,0.0190
random,10,0.0360,0.0100,0.0190
random,11,0.0230,0.0070,0.0120
random,12,0.0370,0.0110,0.0200
random,13,0.0350,0.0100,0.0190
random,14,0.0350,0.0100,0.0180
random,15,0.0360,0.0110,0.0190
random,16,0.0360,0.0110,0.0190
random,17,0.0340,0.0100,0.0180
random,18,0.0350,0.0100,0.0180
random,19,0.0350,0.0100,0.0180
random,20,0.0360,0.0100,0.0190
phase_change,1,0.2030,0.0150,0.0400
phase_change,2,0.2020,0.0150,0.0400
phase_change,3,0.1990,0.0130,0.0370
phase_change,4,0.1980,0.0150,0.0390
phase_change,5,0.2010,0.0150,0.0400
phase_change,6,0.1980,0.0150,0.0390
phase_change,7,0.2020,0.0150,0.0400
phase_change,8,0.2030,0.0150,0.0400
phase_change,9,0.2100,0.0150,0.0460
phase_change,10,0.2000,0.0150,0.0400
phase_change,11,0.2010,0.0150,0.0390
phase_change,12,0.2040,0.0150,0.0400
phase_change,13,0.2010,0.0150,0.0400
phase_change,14,0.1990,0.0150,0.0400
phase_change,15,0.1970,0.0150,0.0390
phase_change,16,0.2000,0.0150,0.0390
phase_change,17,0.2140,0.0140,0.0400
phase_change,18,0.1970,0.0150,0.0390
phase_change,19,0.2040,0.0160,0.0400
phase_change,20,0.2010,0.0150,0.0400
tar_workload,1,0.0440,0.0050,0.0340
tar_workload,2,0.0530,0.0080,0.0390
tar_workload,3,0.0530,0.0080,0.0390
tar_workload,4,0.0540,0.0090,0.0400
tar_workload,5,0.0550,0.0090,0.0400
tar_workload,6,0.0490,0.0060,0.0380
tar_workload,7,0.0530,0.0080,0.0390
tar_workload,8,0.0540,0.0090,0.0390
tar_workload,9,0.0530,0.0080,0.0390
tar_workload,10,0.0420,0.0050,0.0340
tar_workload,11,0.0490,0.0060,0.0380
tar_workload,12,0.0530,0.0080,0.0400
tar_workload,13,0.0560,0.0090,0.0400
tar_workload,14,0.0540,0.0080,0.0400
tar_workload,15,0.0550,0.0080,0.0410
tar_workload,16,0.0570,0.0070,0.0440
tar_workload,17,0.0600,0.0070,0.0460
tar_workload,18,0.0600,0.0080,0.0450
tar_workload,19,0.0560,0.0080,0.0420
tar_workload,20,0.0680,0.0090,0.0520
python_import,1,0.1450,0.0130,0.0570
python_import,2,0.1450,0.0160,0.0540
python_import,3,0.0440,0.0070,0.0200
python_import,4,0.0420,0.0060,0.0200
python_import,5,0.0440,0.0080,0.0220
python_import,6,0.0330,0.0030,0.0120
python_import,7,0.0300,0.0030,0.0120
python_import,8,0.0310,0.0030,0.0110
python_import,9,0.0440,0.0070,0.0200
python_import,10,0.0440,0.0070,0.0200
python_import,11,0.0420,0.0060,0.0190
python_import,12,0.0350,0.0060,0.0160
python_import,13,0.0400,0.0060,0.0180
python_import,14,0.0410,0.0060,0.0190
python_import,15,0.0400,0.0060,0.0180
python_import,16,0.0400,0.0070,0.0170
python_import,17,0.0430,0.0070,0.0190
python_import,18,0.0370,0.0060,0.0160
python_import,19,0.0400,0.0060,0.0180
python_import,20,0.0400,0.0060,0.0180
cache_lookup_workload,1,2.5360,0.0230,0.0200
cache_lookup_workload,2,2.5080,0.0230,0.0180
cache_lookup_workload,3,2.4770,0.0260,0.0210
cache_lookup_workload,4,2.5080,0.0270,0.0200
cache_lookup_workload,5,2.4730,0.0260,0.0200
cache_lookup_workload,6,2.4820,0.0260,0.0200
cache_lookup_workload,7,2.4760,0.0220,0.0160
cache_lookup_workload,8,2.4760,0.0260,0.0220
cache_lookup_workload,9,2.4770,0.0270,0.0210
cache_lookup_workload,10,2.4650,0.0180,0.0150
cache_lookup_workload,11,2.5040,0.0290,0.0180
cache_lookup_workload,12,2.4970,0.0280,0.0210
cache_lookup_workload,13,2.4890,0.0250,0.0200
cache_lookup_workload,14,2.4910,0.0270,0.0210
cache_lookup_workload,15,2.4910,0.0220,0.0190
cache_lookup_workload,16,2.4930,0.0230,0.0190
cache_lookup_workload,17,2.4750,0.0230,0.0170
cache_lookup_workload,18,2.4670,0.0260,0.0210
cache_lookup_workload,19,2.4670,0.0250,0.0240
cache_lookup_workload,20,2.4830,0.0270,0.0210
