1772039343.585498,none,/big.txt,0,65536,unknown,0.0000,0,,
1772039343.58594,none,/big.txt,65536,65536,sequential,1.0000,0,,
1772039343.586113,none,/big.txt,131072,65536,sequential,1.0000,0,,
1772039343.586287,none,/big.txt,196608,65536,sequential,1.0000,0,,
1772039343.586443,none,/big.txt,262144,65536,sequential,1.0000,0,,
1772039343.5867462,none,/big.txt,327680,65536,sequential,1.0000,0,,
1772039343.5869272,none,/big.txt,393216,65536,sequential,1.0000,0,,
1772039343.587072,none,/big.txt,458752,65536,sequential,1.0000,0,,
1772039343.5871959,none,/big.txt,524288,65536,sequential,1.0000,0,,
1772039343.5874681,none,/big.txt,589824,65536,sequential,1.0000,0,,
1772039343.587622,none,/big.txt,655360,65536,sequential,1.0000,0,,
1772039343.587745,none,/big.txt,720896,65536,sequential,1.0000,0,,
1772039343.587904,none,/big.txt,786432,65536,sequential,1.0000,0,,
1772039343.5880692,none,/big.txt,851968,65536,sequential,1.0000,0,,
1772039343.588199,none,/big.txt,917504,65536,sequential,1.0000,0,,
1772039343.5883222,none,/big.txt,983040,40960,sequential,1.0000,0,,
1772039343.5884328,none,/big.txt,1024000,0,sequential,1.0000,0,,
1772039343.591567,none,/big.txt,20480,4096,irregular,0.7500,0,,
1772039343.5937011,none,/big.txt,491520,4096,irregular,0.5000,0,,
1772039343.595798,none,/big.txt,172032,4096,irregular,0.2500,0,,
1772039343.5975769,none,/big.txt,1228800,0,irregular,0.0000,0,,
1772039343.5993228,none,/big.txt,69632,4096,irregular,0.0000,0,,
1772039343.6010911,none,/big.txt,1024000,0,irregular,0.0000,0,,
1772039343.602836,none,/big.txt,360448,4096,irregular,0.0000,0,,
1772039343.604542,none,/big.txt,778240,4096,irregular,0.0000,0,,
1772039343.606061,none,/big.txt,245760,4096,irregular,0.0000,0,,
1772039343.6077151,none,/big.txt,40960,4096,irregular,0.0000,0,,
1772039343.609601,none,/big.txt,0,65536,irregular,0.0000,0,,
1772039343.6097012,none,/big.txt,65536,65536,irregular,0.2500,0,,
1772039343.609789,none,/big.txt,131072,65536,irregular,0.5000,0,,
1772039343.609876,none,/big.txt,196608,65536,irregular,0.7500,0,,
1772039343.609971,none,/big.txt,262144,65536,sequential,1.0000,0,,
1772039343.61006,none,/big.txt,327680,65536,sequential,1.0000,0,,
1772039343.610139,none,/big.txt,393216,65536,sequential,1.0000,0,,
1772039343.610219,none,/big.txt,458752,65536,sequential,1.0000,0,,
1772039343.6102982,none,/big.txt,524288,65536,sequential,1.0000,0,,
1772039343.610377,none,/big.txt,589824,65536,sequential,1.0000,0,,
1772039343.610453,none,/big.txt,655360,65536,sequential,1.0000,0,,
1772039343.610528,none,/big.txt,720896,65536,sequential,1.0000,0,,
1772039343.610601,none,/big.txt,786432,65536,sequential,1.0000,0,,
1772039343.610677,none,/big.txt,851968,65536,sequential,1.0000,0,,
1772039343.6107562,none,/big.txt,917504,65536,sequential,1.0000,0,,
1772039343.61084,none,/big.txt,983040,40960,sequential,1.0000,0,,
1772039343.6109152,none,/big.txt,1024000,0,sequential,1.0000,0,,
