1772040354.556531,adaptive,/big.txt,0,65536,unknown,0.0000,0,,
1772040354.556745,adaptive,/big.txt,65536,65536,sequential,1.0000,1,131072,4096
1772040354.55683,adaptive,/big.txt,131072,65536,sequential,1.0000,1,196608,4096
1772040354.556911,adaptive,/big.txt,196608,65536,sequential,1.0000,1,262144,4096
1772040354.556988,adaptive,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1772040354.5570738,adaptive,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1772040354.557163,adaptive,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1772040354.5572412,adaptive,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1772040354.557315,adaptive,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1772040354.55739,adaptive,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1772040354.557465,adaptive,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1772040354.557539,adaptive,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1772040354.557617,adaptive,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1772040354.5576909,adaptive,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1772040354.557767,adaptive,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1772040354.5578592,adaptive,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1772040354.5579278,adaptive,/big.txt,1024000,0,sequential,1.0000,0,,
1772040354.56,adaptive,/big.txt,20480,4096,irregular,0.7500,0,,
1772040354.5616698,adaptive,/big.txt,491520,4096,irregular,0.5000,0,,
1772040354.563225,adaptive,/big.txt,172032,4096,irregular,0.2500,0,,
1772040354.564799,adaptive,/big.txt,1228800,0,irregular,0.0000,0,,
1772040354.566271,adaptive,/big.txt,69632,4096,irregular,0.0000,0,,
1772040354.567591,adaptive,/big.txt,1024000,0,irregular,0.0000,0,,
1772040354.5689259,adaptive,/big.txt,360448,4096,irregular,0.0000,0,,
1772040354.570368,adaptive,/big.txt,778240,4096,irregular,0.0000,0,,
1772040354.5718908,adaptive,/big.txt,245760,4096,irregular,0.0000,0,,
1772040354.5734642,adaptive,/big.txt,40960,4096,irregular,0.0000,0,,
1772040354.574836,adaptive,/big.txt,0,65536,irregular,0.0000,0,,
1772040354.574917,adaptive,/big.txt,65536,65536,irregular,0.2500,0,,
1772040354.57499,adaptive,/big.txt,131072,65536,irregular,0.5000,0,,
1772040354.575091,adaptive,/big.txt,196608,65536,irregular,0.7500,0,,
1772040354.5751889,adaptive,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1772040354.575285,adaptive,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1772040354.575372,adaptive,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1772040354.575458,adaptive,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1772040354.575543,adaptive,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1772040354.575628,adaptive,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1772040354.575711,adaptive,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1772040354.575795,adaptive,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1772040354.575882,adaptive,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1772040354.575968,adaptive,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1772040354.576067,adaptive,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1772040354.576153,adaptive,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1772040354.576214,adaptive,/big.txt,1024000,0,sequential,1.0000,0,,
