131,1772039873.079513,/big.txt,0,65536
132,1772039873.079981,/big.txt,65536,65536
133,1772039873.080085,/big.txt,131072,65536
134,1772039873.0803242,/big.txt,196608,65536
135,1772039873.0804338,/big.txt,262144,65536
136,1772039873.080812,/big.txt,327680,65536
137,1772039873.080905,/big.txt,393216,65536
138,1772039873.081007,/big.txt,458752,65536
139,1772039873.081093,/big.txt,524288,65536
140,1772039873.08145,/big.txt,589824,65536
141,1772039873.081666,/big.txt,655360,65536
142,1772039873.0817878,/big.txt,720896,65536
143,1772039873.0819168,/big.txt,786432,65536
144,1772039873.082001,/big.txt,851968,65536
145,1772039873.0820951,/big.txt,917504,65536
146,1772039873.082191,/big.txt,983040,40960
147,1772039873.0822809,/big.txt,1024000,0
148,1772039873.084348,/big.txt,20480,4096
149,1772039873.085974,/big.txt,491520,4096
150,1772039873.0873358,/big.txt,172032,4096
151,1772039873.0888152,/big.txt,1228800,0
152,1772039873.0901859,/big.txt,69632,4096
153,1772039873.091548,/big.txt,1024000,0
154,1772039873.092938,/big.txt,360448,4096
155,1772039873.0942059,/big.txt,778240,4096
156,1772039873.095535,/big.txt,245760,4096
157,1772039873.0970602,/big.txt,40960,4096
158,1772039873.098496,/big.txt,0,65536
159,1772039873.098617,/big.txt,65536,65536
160,1772039873.098741,/big.txt,131072,65536
161,1772039873.098836,/big.txt,196608,65536
162,1772039873.0989382,/big.txt,262144,65536
163,1772039873.0990279,/big.txt,327680,65536
164,1772039873.0991192,/big.txt,393216,65536
165,1772039873.099204,/big.txt,458752,65536
166,1772039873.0992892,/big.txt,524288,65536
167,1772039873.0993779,/big.txt,589824,65536
168,1772039873.099469,/big.txt,655360,65536
169,1772039873.099552,/big.txt,720896,65536
170,1772039873.099638,/big.txt,786432,65536
171,1772039873.099724,/big.txt,851968,65536
172,1772039873.099808,/big.txt,917504,65536
173,1772039873.099896,/big.txt,983040,40960
174,1772039873.099977,/big.txt,1024000,0
