140,1772039290.095528,/big.txt,0,65536
141,1772039290.0963762,/big.txt,65536,65536
142,1772039290.096551,/big.txt,131072,65536
143,1772039290.0967948,/big.txt,196608,65536
144,1772039290.097234,/big.txt,262144,65536
145,1772039290.0976262,/big.txt,327680,65536
146,1772039290.0978088,/big.txt,393216,65536
147,1772039290.1014469,/big.txt,458752,65536
148,1772039290.101589,/big.txt,524288,65536
149,1772039290.1017652,/big.txt,589824,65536
150,1772039290.102098,/big.txt,655360,65536
151,1772039290.102241,/big.txt,720896,65536
152,1772039290.1023622,/big.txt,786432,65536
153,1772039290.102477,/big.txt,851968,65536
154,1772039290.102565,/big.txt,917504,65536
155,1772039290.103078,/big.txt,983040,40960
156,1772039290.103273,/big.txt,1024000,0
157,1772039290.1090019,/big.txt,20480,4096
158,1772039290.111743,/big.txt,491520,4096
159,1772039290.1137002,/big.txt,172032,4096
160,1772039290.116155,/big.txt,1228800,0
161,1772039290.119672,/big.txt,69632,4096
162,1772039290.1216488,/big.txt,1024000,0
163,1772039290.123383,/big.txt,360448,4096
164,1772039290.124898,/big.txt,778240,4096
165,1772039290.126404,/big.txt,245760,4096
166,1772039290.127846,/big.txt,40960,4096
167,1772039290.12939,/big.txt,0,65536
168,1772039290.1295,/big.txt,65536,65536
169,1772039290.129581,/big.txt,131072,65536
170,1772039290.12967,/big.txt,196608,65536
171,1772039290.129766,/big.txt,262144,65536
172,1772039290.129845,/big.txt,327680,65536
173,1772039290.129921,/big.txt,393216,65536
174,1772039290.129994,/big.txt,458752,65536
175,1772039290.130068,/big.txt,524288,65536
176,1772039290.1301382,/big.txt,589824,65536
177,1772039290.130209,/big.txt,655360,65536
178,1772039290.130281,/big.txt,720896,65536
179,1772039290.1303759,/big.txt,786432,65536
180,1772039290.130451,/big.txt,851968,65536
181,1772039290.130523,/big.txt,917504,65536
182,1772039290.130594,/big.txt,983040,40960
183,1772039290.130669,/big.txt,1024000,0
