184,1772039343.585333,/big.txt,0,65536
185,1772039343.585862,/big.txt,65536,65536
186,1772039343.586061,/big.txt,131072,65536
187,1772039343.5862389,/big.txt,196608,65536
188,1772039343.5864,/big.txt,262144,65536
189,1772039343.586706,/big.txt,327680,65536
190,1772039343.5868459,/big.txt,393216,65536
191,1772039343.5870342,/big.txt,458752,65536
192,1772039343.587148,/big.txt,524288,65536
193,1772039343.58739,/big.txt,589824,65536
194,1772039343.58757,/big.txt,655360,65536
195,1772039343.587702,/big.txt,720896,65536
196,1772039343.5878541,/big.txt,786432,65536
197,1772039343.588023,/big.txt,851968,65536
198,1772039343.588154,/big.txt,917504,65536
199,1772039343.588279,/big.txt,983040,40960
200,1772039343.5883892,/big.txt,1024000,0
201,1772039343.59151,/big.txt,20480,4096
202,1772039343.593653,/big.txt,491520,4096
203,1772039343.595756,/big.txt,172032,4096
204,1772039343.5975318,/big.txt,1228800,0
205,1772039343.599284,/big.txt,69632,4096
206,1772039343.601048,/big.txt,1024000,0
207,1772039343.6028008,/big.txt,360448,4096
208,1772039343.6045089,/big.txt,778240,4096
209,1772039343.606017,/big.txt,245760,4096
210,1772039343.60768,/big.txt,40960,4096
211,1772039343.6095529,/big.txt,0,65536
212,1772039343.609667,/big.txt,65536,65536
213,1772039343.609756,/big.txt,131072,65536
214,1772039343.609847,/big.txt,196608,65536
215,1772039343.609934,/big.txt,262144,65536
216,1772039343.610029,/big.txt,327680,65536
217,1772039343.610111,/big.txt,393216,65536
218,1772039343.610189,/big.txt,458752,65536
219,1772039343.6102688,/big.txt,524288,65536
220,1772039343.610348,/big.txt,589824,65536
221,1772039343.610427,/big.txt,655360,65536
222,1772039343.610502,/big.txt,720896,65536
223,1772039343.610576,/big.txt,786432,65536
224,1772039343.6106508,/big.txt,851968,65536
225,1772039343.6107259,/big.txt,917504,65536
226,1772039343.610807,/big.txt,983040,40960
227,1772039343.6108842,/big.txt,1024000,0
