86,1772039794.435848,/big.txt,20480,4096
87,1772039794.4383218,/big.txt,491520,4096
88,1772039794.440332,/big.txt,172032,4096
89,1772039794.441917,/big.txt,1228800,0
90,1772039794.443661,/big.txt,69632,4096
91,1772039794.445107,/big.txt,1024000,0
92,1772039794.446404,/big.txt,360448,4096
93,1772039794.4478111,/big.txt,778240,4096
94,1772039794.449197,/big.txt,245760,4096
95,1772039794.4505138,/big.txt,40960,4096
96,1772039794.451765,/big.txt,1126400,0
97,1772039794.452968,/big.txt,135168,4096
98,1772039794.454439,/big.txt,655360,4096
99,1772039794.455911,/big.txt,860160,4096
100,1772039794.4574568,/big.txt,389120,4096
