31,1772038521.509584,/big.txt,20480,4096
32,1772038521.513317,/big.txt,491520,4096
33,1772038521.515868,/big.txt,172032,4096
34,1772038521.517938,/big.txt,1228800,0
35,1772038521.5199518,/big.txt,69632,4096
36,1772038521.521913,/big.txt,1024000,0
37,1772038521.523932,/big.txt,360448,4096
38,1772038521.526022,/big.txt,778240,4096
39,1772038521.527943,/big.txt,245760,4096
40,1772038521.5297139,/big.txt,40960,4096
41,1772038521.531379,/big.txt,1126400,0
42,1772038521.533011,/big.txt,135168,4096
43,1772038521.534559,/big.txt,655360,4096
44,1772038521.536227,/big.txt,860160,4096
45,1772038521.537739,/big.txt,389120,4096
