1772038521.509869,none,/big.txt,20480,4096,unknown,0.0000,0,,
1772038521.513416,none,/big.txt,491520,4096,irregular,0.0000,0,,
1772038521.5159419,none,/big.txt,172032,4096,irregular,0.0000,0,,
1772038521.517985,none,/big.txt,1228800,0,irregular,0.0000,0,,
1772038521.5200052,none,/big.txt,69632,4096,irregular,0.0000,0,,
1772038521.521961,none,/big.txt,1024000,0,irregular,0.0000,0,,
1772038521.523975,none,/big.txt,360448,4096,irregular,0.0000,0,,
1772038521.5260742,none,/big.txt,778240,4096,irregular,0.0000,0,,
1772038521.527982,none,/big.txt,245760,4096,irregular,0.0000,0,,
1772038521.5297651,none,/big.txt,40960,4096,irregular,0.0000,0,,
1772038521.531418,none,/big.txt,1126400,0,irregular,0.0000,0,,
1772038521.533073,none,/big.txt,135168,4096,irregular,0.0000,0,,
1772038521.534594,none,/big.txt,655360,4096,irregular,0.0000,0,,
1772038521.536269,none,/big.txt,860160,4096,irregular,0.0000,0,,
1772038521.5377731,none,/big.txt,389120,4096,irregular,0.0000,0,,
