timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770209318.966788,baseline,/big.txt,0,65536,unknown,0.0000,1,65536,4096
1770209318.967051,baseline,/big.txt,65536,65536,sequential,1.0000,1,131072,4096
1770209318.967278,baseline,/big.txt,131072,65536,sequential,1.0000,1,196608,4096
1770209318.9674602,baseline,/big.txt,196608,65536,sequential,1.0000,1,262144,4096
1770209318.967681,baseline,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1770209318.967842,baseline,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1770209318.968003,baseline,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1770209318.968147,baseline,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1770209318.968272,baseline,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1770209318.968408,baseline,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1770209318.9685462,baseline,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1770209318.968673,baseline,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1770209318.9688032,baseline,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1770209318.968941,baseline,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1770209318.9691038,baseline,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1770209318.969238,baseline,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1770209318.969342,baseline,/big.txt,1024000,0,sequential,1.0000,0,,
1770209318.971935,baseline,/big.txt,20480,4096,irregular,0.7500,1,24576,4096
1770209318.973838,baseline,/big.txt,491520,4096,irregular,0.5000,1,495616,4096
1770209318.975734,baseline,/big.txt,172032,4096,irregular,0.2500,1,176128,4096
1770209318.977686,baseline,/big.txt,1228800,0,irregular,0.0000,0,,
1770209318.979437,baseline,/big.txt,69632,4096,irregular,0.0000,1,73728,4096
1770209318.981524,baseline,/big.txt,1024000,0,irregular,0.0000,0,,
1770209318.9833112,baseline,/big.txt,360448,4096,irregular,0.0000,1,364544,4096
1770209318.984861,baseline,/big.txt,778240,4096,irregular,0.0000,1,782336,4096
1770209318.9864142,baseline,/big.txt,245760,4096,irregular,0.0000,1,249856,4096
1770209318.98808,baseline,/big.txt,40960,4096,irregular,0.0000,1,45056,4096
1770209318.989675,baseline,/big.txt,0,65536,irregular,0.0000,1,65536,4096
1770209318.989826,baseline,/big.txt,65536,65536,irregular,0.2500,1,131072,4096
1770209318.9899268,baseline,/big.txt,131072,65536,irregular,0.5000,1,196608,4096
1770209318.990027,baseline,/big.txt,196608,65536,irregular,0.7500,1,262144,4096
1770209318.9901178,baseline,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1770209318.9902132,baseline,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1770209318.9903018,baseline,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1770209318.990397,baseline,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1770209318.990491,baseline,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1770209318.990582,baseline,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1770209318.990669,baseline,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1770209318.9907572,baseline,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1770209318.9908512,baseline,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1770209318.9909499,baseline,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1770209318.991037,baseline,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1770209318.9911308,baseline,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1770209318.991202,baseline,/big.txt,1024000,0,sequential,1.0000,0,,
