1772039151.270466,none,/big.txt,0,65536,unknown,0.0000,0,,
1772039151.2707782,none,/big.txt,65536,65536,sequential,1.0000,0,,
1772039151.2709692,none,/big.txt,131072,65536,sequential,1.0000,0,,
1772039151.271123,none,/big.txt,196608,65536,sequential,1.0000,0,,
1772039151.2712698,none,/big.txt,262144,65536,sequential,1.0000,0,,
1772039151.271401,none,/big.txt,327680,65536,sequential,1.0000,0,,
1772039151.27158,none,/big.txt,393216,65536,sequential,1.0000,0,,
1772039151.271719,none,/big.txt,458752,65536,sequential,1.0000,0,,
1772039151.27184,none,/big.txt,524288,65536,sequential,1.0000,0,,
1772039151.271968,none,/big.txt,589824,65536,sequential,1.0000,0,,
1772039151.272098,none,/big.txt,655360,65536,sequential,1.0000,0,,
1772039151.272213,none,/big.txt,720896,65536,sequential,1.0000,0,,
1772039151.272321,none,/big.txt,786432,65536,sequential,1.0000,0,,
1772039151.272429,none,/big.txt,851968,65536,sequential,1.0000,0,,
1772039151.272555,none,/big.txt,917504,65536,sequential,1.0000,0,,
1772039151.272681,none,/big.txt,983040,40960,sequential,1.0000,0,,
1772039151.2727869,none,/big.txt,1024000,0,sequential,1.0000,0,,
