timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1772040010.116304,adaptive,/big.txt,0,65536,unknown,0.0000,0,,
1772040010.1164422,adaptive,/big.txt,65536,65536,sequential,1.0000,1,131072,4096
1772040010.116566,adaptive,/big.txt,131072,65536,sequential,1.0000,1,196608,4096
1772040010.116668,adaptive,/big.txt,196608,65536,sequential,1.0000,1,262144,4096
1772040010.116755,adaptive,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1772040010.1168342,adaptive,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1772040010.11692,adaptive,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1772040010.117016,adaptive,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1772040010.1171122,adaptive,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1772040010.117267,adaptive,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1772040010.117378,adaptive,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1772040010.1174772,adaptive,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1772040010.1175811,adaptive,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1772040010.117665,adaptive,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1772040010.117752,adaptive,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1772040010.117837,adaptive,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1772040010.117902,adaptive,/big.txt,1024000,0,sequential,1.0000,0,,
