timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770209494.13793,adaptive,/big.txt,0,65536,unknown,0.0000,0,,
1770209494.138335,adaptive,/big.txt,65536,65536,sequential,1.0000,1,131072,4096
1770209494.138656,adaptive,/big.txt,131072,65536,sequential,1.0000,1,196608,4096
1770209494.1388721,adaptive,/big.txt,196608,65536,sequential,1.0000,1,262144,4096
1770209494.139262,adaptive,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1770209494.1394188,adaptive,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1770209494.139565,adaptive,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1770209494.139713,adaptive,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1770209494.139988,adaptive,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1770209494.140117,adaptive,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1770209494.140238,adaptive,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1770209494.1403809,adaptive,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1770209494.1405199,adaptive,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1770209494.140644,adaptive,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1770209494.140764,adaptive,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1770209494.1408792,adaptive,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1770209494.140985,adaptive,/big.txt,1024000,0,sequential,1.0000,0,,
1770209494.14382,adaptive,/big.txt,20480,4096,irregular,0.7500,0,,
1770209494.145806,adaptive,/big.txt,491520,4096,irregular,0.5000,0,,
1770209494.147865,adaptive,/big.txt,172032,4096,irregular,0.2500,0,,
1770209494.1498199,adaptive,/big.txt,1228800,0,irregular,0.0000,0,,
1770209494.1516218,adaptive,/big.txt,69632,4096,irregular,0.0000,0,,
1770209494.1533718,adaptive,/big.txt,1024000,0,irregular,0.0000,0,,
1770209494.155057,adaptive,/big.txt,360448,4096,irregular,0.0000,0,,
1770209494.15664,adaptive,/big.txt,778240,4096,irregular,0.0000,0,,
1770209494.158644,adaptive,/big.txt,245760,4096,irregular,0.0000,0,,
1770209494.160272,adaptive,/big.txt,40960,4096,irregular,0.0000,0,,
1770209494.161921,adaptive,/big.txt,0,65536,irregular,0.0000,0,,
1770209494.162007,adaptive,/big.txt,65536,65536,irregular,0.2500,0,,
1770209494.162085,adaptive,/big.txt,131072,65536,irregular,0.5000,0,,
1770209494.1622121,adaptive,/big.txt,196608,65536,irregular,0.7500,0,,
1770209494.1623292,adaptive,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1770209494.162442,adaptive,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1770209494.162538,adaptive,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1770209494.1626382,adaptive,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1770209494.162735,adaptive,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1770209494.162833,adaptive,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1770209494.162924,adaptive,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1770209494.1630158,adaptive,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1770209494.163102,adaptive,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1770209494.1631901,adaptive,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1770209494.1632938,adaptive,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1770209494.1635158,adaptive,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1770209494.163657,adaptive,/big.txt,1024000,0,sequential,1.0000,0,,
