seq,timestamp,path,offset,size
32306,1773186053.955893,/big.txt,20480,4096
32307,1773186053.9592419,/big.txt,491520,4096
32308,1773186053.96209,/big.txt,172032,4096
32309,1773186053.964826,/big.txt,1228800,4096
32310,1773186053.96718,/big.txt,69632,4096
32311,1773186053.969474,/big.txt,1024000,4096
32312,1773186053.971651,/big.txt,360448,4096
32313,1773186053.973835,/big.txt,778240,4096
32314,1773186053.975838,/big.txt,245760,4096
32315,1773186053.9776928,/big.txt,40960,4096
32316,1773186053.9796412,/big.txt,1126400,4096
32317,1773186053.981398,/big.txt,135168,4096
32318,1773186053.983242,/big.txt,655360,4096
32319,1773186053.984936,/big.txt,860160,4096
32320,1773186053.9865391,/big.txt,389120,4096
