workload,run,real_sec,user_sec,sys_sec
sequential,1,0.1140,0.0020,0.0110
sequential,2,0.1170,0.0020,0.0120
sequential,3,0.1140,0.0100,0.0030
sequential,4,0.1140,0.0050,0.0080
sequential,5,0.1150,0.0060,0.0070
sequential,6,0.1150,0.0040,0.0090
sequential,7,0.0990,0.0120,0.0020
sequential,8,0.1070,0.0020,0.0110
sequential,9,0.0990,0.0020,0.0110
sequential,10,0.1060,0.0120,0.0010
sequential,11,0.1150,0.0030,0.0110
sequential,12,0.1130,0.0070,0.0060
sequential,13,0.1090,0.0050,0.0080
sequential,14,0.0920,0.0020,0.0060
sequential,15,0.1130,0.0130,0.0000
sequential,16,0.1150,0.0050,0.0080
sequential,17,0.1150,0.0100,0.0030
sequential,18,0.0840,0.0030,0.0050
sequential,19,0.1120,0.0050,0.0080
sequential,20,0.1160,0.0010,0.0120
random,1,0.0390,0.0180,0.0150
random,2,0.0390,0.0190,0.0140
random,3,0.0360,0.0240,0.0050
random,4,0.0260,0.0170,0.0040
random,5,0.0390,0.0210,0.0130
random,6,0.0400,0.0240,0.0100
random,7,0.0400,0.0260,0.0080
random,8,0.0370,0.0250,0.0070
random,9,0.0360,0.0210,0.0100
random,10,0.0410,0.0200,0.0140
random,11,0.0410,0.0190,0.0160
random,12,0.0400,0.0270,0.0070
random,13,0.0410,0.0230,0.0110
random,14,0.0400,0.0240,0.0110
random,15,0.0390,0.0280,0.0050
random,16,0.0390,0.0190,0.0130
random,17,0.0380,0.0200,0.0130
random,18,0.0400,0.0280,0.0060
random,19,0.0400,0.0230,0.0120
random,20,0.0400,0.0190,0.0140
phase_change,1,0.1980,0.0250,0.0060
phase_change,2,0.2110,0.0240,0.0110
phase_change,3,0.1980,0.0270,0.0080
phase_change,4,0.2100,0.0240,0.0120
phase_change,5,0.2030,0.0220,0.0120
phase_change,6,0.2100,0.0240,0.0110
phase_change,7,0.1970,0.0140,0.0220
phase_change,8,0.2100,0.0250,0.0100
phase_change,9,0.2110,0.0180,0.0170
phase_change,10,0.2100,0.0210,0.0150
phase_change,11,0.1990,0.0280,0.0050
phase_change,12,0.2090,0.0210,0.0140
phase_change,13,0.2110,0.0180,0.0170
phase_change,14,0.2140,0.0150,0.0210
phase_change,15,0.2220,0.0230,0.0130
phase_change,16,0.1810,0.0240,0.0070
phase_change,17,0.1980,0.0290,0.0070
phase_change,18,0.2110,0.0300,0.0050
phase_change,19,0.2100,0.0250,0.0100
phase_change,20,0.2130,0.0140,0.0210
tar_workload,1,0.0550,0.0050,0.0200
tar_workload,2,0.0570,0.0060,0.0190
tar_workload,3,0.0510,0.0070,0.0140
tar_workload,4,0.0590,0.0080,0.0180
tar_workload,5,0.0580,0.0110,0.0150
tar_workload,6,0.0590,0.0110,0.0150
tar_workload,7,0.0550,0.0060,0.0190
tar_workload,8,0.0560,0.0050,0.0200
tar_workload,9,0.0560,0.0070,0.0180
tar_workload,10,0.0560,0.0050,0.0210
tar_workload,11,0.0560,0.0040,0.0210
tar_workload,12,0.0590,0.0160,0.0100
tar_workload,13,0.0560,0.0040,0.0210
tar_workload,14,0.0330,0.0040,0.0100
tar_workload,15,0.0570,0.0110,0.0150
tar_workload,16,0.0560,0.0090,0.0160
tar_workload,17,0.0560,0.0070,0.0180
tar_workload,18,0.0540,0.0130,0.0110
tar_workload,19,0.0560,0.0090,0.0160
tar_workload,20,0.0550,0.0120,0.0130
python_import,1,0.0420,0.0080,0.0100
python_import,2,0.0400,0.0100,0.0080
python_import,3,0.0390,0.0050,0.0130
python_import,4,0.0400,0.0100,0.0080
python_import,5,0.0410,0.0050,0.0140
python_import,6,0.0390,0.0120,0.0060
python_import,7,0.0420,0.0070,0.0120
python_import,8,0.0320,0.0060,0.0040
python_import,9,0.0390,0.0050,0.0140
python_import,10,0.0390,0.0070,0.0100
python_import,11,0.0410,0.0120,0.0060
python_import,12,0.0400,0.0190,0.0000
python_import,13,0.0400,0.0100,0.0080
python_import,14,0.0440,0.0130,0.0060
python_import,15,0.0400,0.0090,0.0070
python_import,16,0.0410,0.0080,0.0090
python_import,17,0.0410,0.0090,0.0080
python_import,18,0.0420,0.0140,0.0040
python_import,19,0.0400,0.0130,0.0060
python_import,20,0.0400,0.0080,0.0110
cache_lookup_workload,1,2.1400,0.0230,0.0250
cache_lookup_workload,2,2.1420,0.0370,0.0130
cache_lookup_workload,3,2.1410,0.0370,0.0120
cache_lookup_workload,4,2.1380,0.0380,0.0080
cache_lookup_workload,5,2.1370,0.0470,0.0000
cache_lookup_workload,6,2.1420,0.0390,0.0100
cache_lookup_workload,7,2.1320,0.0430,0.0030
cache_lookup_workload,8,2.1410,0.0320,0.0170
cache_lookup_workload,9,2.1420,0.0330,0.0160
cache_lookup_workload,10,2.1390,0.0300,0.0160
cache_lookup_workload,11,2.1330,0.0340,0.0110
cache_lookup_workload,12,2.1420,0.0260,0.0230
cache_lookup_workload,13,2.1430,0.0380,0.0120
cache_lookup_workload,14,2.1440,0.0390,0.0110
cache_lookup_workload,15,2.1430,0.0260,0.0230
cache_lookup_workload,16,2.1280,0.0190,0.0260
cache_lookup_workload,17,2.1380,0.0360,0.0110
cache_lookup_workload,18,2.1430,0.0310,0.0180
cache_lookup_workload,19,2.1390,0.0290,0.0190
cache_lookup_workload,20,2.1440,0.0400,0.0090
concurrent,1,0.0090,0.0250,0.0100
concurrent,2,0.0100,0.0230,0.0130
concurrent,3,0.0090,0.0210,0.0160
concurrent,4,0.0090,0.0230,0.0130
concurrent,5,0.0090,0.0230,0.0130
concurrent,6,0.0100,0.0210,0.0140
concurrent,7,0.0090,0.0180,0.0150
concurrent,8,0.0100,0.0240,0.0120
concurrent,9,0.0100,0.0270,0.0080
concurrent,10,0.0090,0.0220,0.0120
concurrent,11,0.0090,0.0210,0.0130
concurrent,12,0.0100,0.0260,0.0110
concurrent,13,0.0100,0.0250,0.0110
concurrent,14,0.0090,0.0270,0.0060
concurrent,15,0.0090,0.0300,0.0070
concurrent,16,0.0100,0.0300,0.0080
concurrent,17,0.0100,0.0240,0.0120
concurrent,18,0.0090,0.0210,0.0190
concurrent,19,0.0090,0.0270,0.0050
concurrent,20,0.0090,0.0260,0.0090
