workload,run,real_sec,user_sec,sys_sec
sequential,1,0.1170,0.0050,0.0080
sequential,2,0.1200,0.0100,0.0030
sequential,3,0.1230,0.0140,0.0000
sequential,4,0.1150,0.0020,0.0110
sequential,5,0.1150,0.0040,0.0090
sequential,6,0.1180,0.0040,0.0090
sequential,7,0.1160,0.0040,0.0090
sequential,8,0.1160,0.0020,0.0110
sequential,9,0.1140,0.0010,0.0120
sequential,10,0.1040,0.0120,0.0010
sequential,11,0.1200,0.0100,0.0030
sequential,12,0.1180,0.0040,0.0080
sequential,13,0.1130,0.0040,0.0080
sequential,14,0.1190,0.0120,0.0010
sequential,15,0.1190,0.0040,0.0100
sequential,16,0.1190,0.0070,0.0050
sequential,17,0.0920,0.0030,0.0060
sequential,18,0.1160,0.0040,0.0080
sequential,19,0.1190,0.0020,0.0120
sequential,20,0.1200,0.0040,0.0090
random,1,0.0400,0.0170,0.0170
random,2,0.0400,0.0150,0.0190
random,3,0.0420,0.0310,0.0040
random,4,0.0400,0.0220,0.0120
random,5,0.0260,0.0140,0.0080
random,6,0.0400,0.0210,0.0120
random,7,0.0410,0.0160,0.0180
random,8,0.0370,0.0180,0.0130
random,9,0.0380,0.0230,0.0080
random,10,0.0380,0.0250,0.0070
random,11,0.0310,0.0170,0.0090
random,12,0.0390,0.0150,0.0180
random,13,0.0400,0.0250,0.0090
random,14,0.0420,0.0160,0.0180
random,15,0.0400,0.0250,0.0090
random,16,0.0390,0.0160,0.0160
random,17,0.0360,0.0160,0.0140
random,18,0.0410,0.0240,0.0100
random,19,0.0390,0.0170,0.0150
random,20,0.0400,0.0220,0.0120
phase_change,1,0.2240,0.0230,0.0130
phase_change,2,0.2120,0.0240,0.0070
phase_change,3,0.2200,0.0210,0.0150
phase_change,4,0.2200,0.0240,0.0110
phase_change,5,0.2230,0.0160,0.0190
phase_change,6,0.2200,0.0230,0.0120
phase_change,7,0.2200,0.0250,0.0110
phase_change,8,0.2070,0.0250,0.0110
phase_change,9,0.2180,0.0190,0.0150
phase_change,10,0.2190,0.0180,0.0180
phase_change,11,0.2210,0.0220,0.0140
phase_change,12,0.2230,0.0250,0.0110
phase_change,13,0.2170,0.0210,0.0150
phase_change,14,0.2240,0.0220,0.0130
phase_change,15,0.1850,0.0170,0.0120
phase_change,16,0.2200,0.0280,0.0080
phase_change,17,0.2160,0.0210,0.0140
phase_change,18,0.2060,0.0210,0.0100
phase_change,19,0.2070,0.0300,0.0050
phase_change,20,0.2300,0.0230,0.0130
tar_workload,1,0.0570,0.0070,0.0160
tar_workload,2,0.0610,0.0060,0.0200
tar_workload,3,0.0600,0.0130,0.0120
tar_workload,4,0.0550,0.0110,0.0120
tar_workload,5,0.0580,0.0100,0.0140
tar_workload,6,0.0560,0.0100,0.0130
tar_workload,7,0.0610,0.0100,0.0160
tar_workload,8,0.0570,0.0060,0.0180
tar_workload,9,0.0560,0.0080,0.0150
tar_workload,10,0.0590,0.0180,0.0070
tar_workload,11,0.0320,0.0040,0.0120
tar_workload,12,0.0550,0.0040,0.0180
tar_workload,13,0.0590,0.0050,0.0200
tar_workload,14,0.0540,0.0100,0.0120
tar_workload,15,0.0600,0.0150,0.0100
tar_workload,16,0.0570,0.0160,0.0070
tar_workload,17,0.0610,0.0080,0.0190
tar_workload,18,0.0610,0.0080,0.0180
tar_workload,19,0.0590,0.0080,0.0170
tar_workload,20,0.0590,0.0040,0.0220
python_import,1,0.0510,0.0150,0.0070
python_import,2,0.0420,0.0120,0.0070
python_import,3,0.0390,0.0090,0.0080
python_import,4,0.0410,0.0030,0.0150
python_import,5,0.0420,0.0050,0.0140
python_import,6,0.0420,0.0190,0.0000
python_import,7,0.0410,0.0040,0.0160
python_import,8,0.0410,0.0100,0.0090
python_import,9,0.0400,0.0140,0.0050
python_import,10,0.0410,0.0060,0.0130
python_import,11,0.0400,0.0080,0.0090
python_import,12,0.0410,0.0090,0.0100
python_import,13,0.0400,0.0130,0.0070
python_import,14,0.0370,0.0050,0.0090
python_import,15,0.0400,0.0110,0.0070
python_import,16,0.0410,0.0150,0.0040
python_import,17,0.0680,0.0230,0.0010
python_import,18,0.0400,0.0130,0.0060
python_import,19,0.0400,0.0100,0.0090
python_import,20,0.0410,0.0070,0.0070
cache_lookup_workload,1,2.1410,0.0210,0.0270
cache_lookup_workload,2,2.1420,0.0270,0.0220
cache_lookup_workload,3,2.1370,0.0410,0.0070
cache_lookup_workload,4,2.1370,0.0290,0.0200
cache_lookup_workload,5,2.1410,0.0260,0.0230
cache_lookup_workload,6,2.1420,0.0330,0.0160
cache_lookup_workload,7,2.1360,0.0290,0.0180
cache_lookup_workload,8,2.1340,0.0220,0.0240
cache_lookup_workload,9,2.1420,0.0170,0.0320
cache_lookup_workload,10,2.1430,0.0320,0.0170
cache_lookup_workload,11,2.1220,0.0440,0.0000
cache_lookup_workload,12,2.1410,0.0400,0.0080
cache_lookup_workload,13,2.1420,0.0350,0.0150
cache_lookup_workload,14,2.1430,0.0410,0.0090
cache_lookup_workload,15,2.1410,0.0290,0.0210
cache_lookup_workload,16,2.1310,0.0300,0.0150
cache_lookup_workload,17,2.1390,0.0240,0.0230
cache_lookup_workload,18,2.1390,0.0320,0.0160
cache_lookup_workload,19,2.1310,0.0320,0.0180
cache_lookup_workload,20,2.1380,0.0420,0.0060
