workload,run,real_sec,user_sec,sys_sec
sequential,1,0.1060,0.0030,0.0070
sequential,2,0.1020,0.0130,0.0000
sequential,3,0.1010,0.0050,0.0080
sequential,4,0.1030,0.0080,0.0050
sequential,5,0.1010,0.0120,0.0010
sequential,6,0.1050,0.0040,0.0090
sequential,7,0.1110,0.0050,0.0090
sequential,8,0.1090,0.0090,0.0040
sequential,9,0.1080,0.0020,0.0110
sequential,10,0.1070,0.0040,0.0090
sequential,11,0.1090,0.0040,0.0090
sequential,12,0.0910,0.0010,0.0080
sequential,13,0.0920,0.0050,0.0060
sequential,14,0.1010,0.0020,0.0110
sequential,15,0.1010,0.0080,0.0050
sequential,16,0.1070,0.0060,0.0070
sequential,17,0.1100,0.0040,0.0090
sequential,18,0.1090,0.0130,0.0000
sequential,19,0.1100,0.0060,0.0080
sequential,20,0.1110,0.0040,0.0090
random,1,0.0160,0.0120,0.0020
random,2,0.0370,0.0210,0.0100
random,3,0.0330,0.0190,0.0090
random,4,0.0400,0.0230,0.0110
random,5,0.0410,0.0150,0.0190
random,6,0.0400,0.0230,0.0110
random,7,0.0390,0.0240,0.0090
random,8,0.0400,0.0270,0.0070
random,9,0.0390,0.0210,0.0110
random,10,0.0420,0.0260,0.0090
random,11,0.0380,0.0170,0.0150
random,12,0.0350,0.0220,0.0080
random,13,0.0390,0.0200,0.0120
random,14,0.0290,0.0220,0.0030
random,15,0.0400,0.0200,0.0130
random,16,0.0400,0.0150,0.0190
random,17,0.0360,0.0180,0.0130
random,18,0.0410,0.0200,0.0140
random,19,0.0390,0.0180,0.0140
random,20,0.0350,0.0180,0.0120
phase_change,1,0.1930,0.0250,0.0080
phase_change,2,0.2010,0.0270,0.0090
phase_change,3,0.1850,0.0180,0.0130
phase_change,4,0.2000,0.0260,0.0090
phase_change,5,0.1790,0.0290,0.0060
phase_change,6,0.1870,0.0180,0.0150
phase_change,7,0.2000,0.0200,0.0150
phase_change,8,0.1960,0.0270,0.0070
phase_change,9,0.1910,0.0330,0.0020
phase_change,10,0.1890,0.0190,0.0150
phase_change,11,0.1950,0.0190,0.0150
phase_change,12,0.1980,0.0300,0.0060
phase_change,13,0.1990,0.0230,0.0120
phase_change,14,0.1950,0.0280,0.0050
phase_change,15,0.1940,0.0230,0.0120
phase_change,16,0.1890,0.0200,0.0140
phase_change,17,0.1990,0.0260,0.0090
phase_change,18,0.1920,0.0200,0.0150
phase_change,19,0.1840,0.0210,0.0130
phase_change,20,0.1990,0.0180,0.0170
tar_workload,1,0.0530,0.0040,0.0210
tar_workload,2,0.0510,0.0050,0.0200
tar_workload,3,0.0530,0.0130,0.0130
tar_workload,4,0.0540,0.0080,0.0160
tar_workload,5,0.0560,0.0050,0.0220
tar_workload,6,0.0250,0.0050,0.0070
tar_workload,7,0.0540,0.0080,0.0170
tar_workload,8,0.0540,0.0040,0.0210
tar_workload,9,0.0540,0.0050,0.0210
tar_workload,10,0.0550,0.0020,0.0240
tar_workload,11,0.0530,0.0060,0.0190
tar_workload,12,0.0490,0.0050,0.0170
tar_workload,13,0.0540,0.0040,0.0220
tar_workload,14,0.0520,0.0060,0.0190
tar_workload,15,0.0500,0.0100,0.0130
tar_workload,16,0.0530,0.0060,0.0190
tar_workload,17,0.0520,0.0080,0.0170
tar_workload,18,0.0530,0.0060,0.0190
tar_workload,19,0.0510,0.0110,0.0130
tar_workload,20,0.0560,0.0070,0.0200
python_import,1,0.0450,0.0060,0.0130
python_import,2,0.0400,0.0100,0.0060
python_import,3,0.0380,0.0010,0.0160
python_import,4,0.0390,0.0080,0.0080
python_import,5,0.0410,0.0150,0.0040
python_import,6,0.0390,0.0050,0.0120
python_import,7,0.0400,0.0180,0.0000
python_import,8,0.0400,0.0080,0.0110
python_import,9,0.0380,0.0050,0.0120
python_import,10,0.0370,0.0070,0.0060
python_import,11,0.0410,0.0070,0.0130
python_import,12,0.0420,0.0060,0.0130
python_import,13,0.0390,0.0110,0.0060
python_import,14,0.0350,0.0080,0.0070
python_import,15,0.0420,0.0130,0.0060
python_import,16,0.0360,0.0070,0.0100
python_import,17,0.0370,0.0040,0.0070
python_import,18,0.0390,0.0140,0.0030
python_import,19,0.0360,0.0050,0.0070
python_import,20,0.0390,0.0140,0.0040
cache_lookup_workload,1,2.1430,0.0360,0.0130
cache_lookup_workload,2,2.1370,0.0430,0.0030
cache_lookup_workload,3,2.1430,0.0380,0.0110
cache_lookup_workload,4,2.1440,0.0400,0.0100
cache_lookup_workload,5,2.1300,0.0420,0.0060
cache_lookup_workload,6,2.1410,0.0380,0.0120
cache_lookup_workload,7,2.1400,0.0350,0.0130
cache_lookup_workload,8,2.1430,0.0260,0.0220
cache_lookup_workload,9,2.1420,0.0430,0.0060
cache_lookup_workload,10,2.1340,0.0220,0.0270
cache_lookup_workload,11,2.1380,0.0380,0.0100
cache_lookup_workload,12,2.1290,0.0430,0.0000
cache_lookup_workload,13,2.1370,0.0390,0.0090
cache_lookup_workload,14,2.1420,0.0190,0.0280
cache_lookup_workload,15,2.1380,0.0340,0.0140
cache_lookup_workload,16,2.1430,0.0260,0.0230
cache_lookup_workload,17,2.1370,0.0310,0.0160
cache_lookup_workload,18,2.1390,0.0340,0.0140
cache_lookup_workload,19,2.1400,0.0310,0.0170
cache_lookup_workload,20,2.1430,0.0280,0.0210
concurrent,1,0.0100,0.0280,0.0060
concurrent,2,0.0080,0.0200,0.0170
concurrent,3,0.0090,0.0200,0.0140
concurrent,4,0.0090,0.0150,0.0200
concurrent,5,0.0090,0.0210,0.0150
concurrent,6,0.0090,0.0200,0.0160
concurrent,7,0.0100,0.0180,0.0170
concurrent,8,0.0080,0.0200,0.0180
concurrent,9,0.0090,0.0220,0.0120
concurrent,10,0.0100,0.0180,0.0180
concurrent,11,0.0100,0.0170,0.0160
concurrent,12,0.0100,0.0240,0.0120
concurrent,13,0.0090,0.0260,0.0070
concurrent,14,0.0100,0.0290,0.0090
concurrent,15,0.0090,0.0280,0.0070
concurrent,16,0.0090,0.0270,0.0100
concurrent,17,0.0090,0.0210,0.0160
concurrent,18,0.0100,0.0290,0.0080
concurrent,19,0.0090,0.0190,0.0160
concurrent,20,0.0100,0.0300,0.0090
