workload,run,real_sec,user_sec,sys_sec
sequential,1,0.1090,0.0060,0.0020
sequential,2,0.1270,0.0100,0.0010
sequential,3,0.1170,0.0100,0.0030
sequential,4,0.1320,0.0010,0.0100
sequential,5,0.1320,0.0040,0.0090
sequential,6,0.1350,0.0020,0.0110
sequential,7,0.1340,0.0040,0.0080
sequential,8,0.1360,0.0050,0.0080
sequential,9,0.1380,0.0020,0.0100
sequential,10,0.1310,0.0020,0.0100
sequential,11,0.1350,0.0080,0.0060
sequential,12,0.1380,0.0040,0.0090
sequential,13,0.1160,0.0100,0.0020
sequential,14,0.1370,0.0130,0.0000
sequential,15,0.1310,0.0020,0.0110
sequential,16,0.1280,0.0040,0.0080
sequential,17,0.1380,0.0060,0.0060
sequential,18,0.1330,0.0010,0.0120
sequential,19,0.1370,0.0040,0.0090
sequential,20,0.1340,0.0020,0.0110
random,1,0.0410,0.0190,0.0130
random,2,0.0430,0.0220,0.0130
random,3,0.0420,0.0260,0.0070
random,4,0.0430,0.0240,0.0110
random,5,0.0440,0.0270,0.0070
random,6,0.0420,0.0170,0.0150
random,7,0.0410,0.0210,0.0120
random,8,0.0410,0.0160,0.0170
random,9,0.0270,0.0170,0.0040
random,10,0.0420,0.0180,0.0160
random,11,0.0410,0.0160,0.0170
random,12,0.0260,0.0110,0.0100
random,13,0.0420,0.0240,0.0100
random,14,0.0430,0.0230,0.0110
random,15,0.0420,0.0210,0.0130
random,16,0.0430,0.0210,0.0130
random,17,0.0400,0.0220,0.0110
random,18,0.0390,0.0150,0.0160
random,19,0.0420,0.0250,0.0080
random,20,0.0430,0.0250,0.0100
phase_change,1,0.2440,0.0100,0.0120
phase_change,2,0.2540,0.0110,0.0150
phase_change,3,0.2560,0.0120,0.0140
phase_change,4,0.2440,0.0190,0.0050
phase_change,5,0.2590,0.0140,0.0110
phase_change,6,0.2590,0.0110,0.0140
phase_change,7,0.2540,0.0170,0.0090
phase_change,8,0.2510,0.0150,0.0060
phase_change,9,0.2510,0.0100,0.0150
phase_change,10,0.2450,0.0150,0.0090
phase_change,11,0.2390,0.0140,0.0110
phase_change,12,0.2560,0.0170,0.0090
phase_change,13,0.2540,0.0060,0.0190
phase_change,14,0.2540,0.0110,0.0150
phase_change,15,0.2550,0.0180,0.0070
phase_change,16,0.2430,0.0070,0.0180
phase_change,17,0.2490,0.0110,0.0140
phase_change,18,0.2550,0.0150,0.0100
phase_change,19,0.2560,0.0110,0.0140
phase_change,20,0.2510,0.0190,0.0060
sqlite_workload,1,0.0320,0.0100,0.0030
sqlite_workload,2,0.0330,0.0130,0.0010
sqlite_workload,3,0.0340,0.0140,0.0000
sqlite_workload,4,0.0330,0.0050,0.0080
sqlite_workload,5,0.0350,0.0110,0.0030
sqlite_workload,6,0.0350,0.0140,0.0000
sqlite_workload,7,0.0350,0.0090,0.0050
sqlite_workload,8,0.0330,0.0130,0.0000
sqlite_workload,9,0.0210,0.0060,0.0030
sqlite_workload,10,0.0340,0.0060,0.0070
sqlite_workload,11,0.0220,0.0090,0.0030
sqlite_workload,12,0.0210,0.0020,0.0100
sqlite_workload,13,0.0360,0.0110,0.0040
sqlite_workload,14,0.0220,0.0080,0.0040
sqlite_workload,15,0.0340,0.0070,0.0070
sqlite_workload,16,0.0340,0.0090,0.0040
sqlite_workload,17,0.0350,0.0120,0.0020
sqlite_workload,18,0.0340,0.0060,0.0080
sqlite_workload,19,0.0310,0.0070,0.0050
sqlite_workload,20,0.0340,0.0100,0.0030
tar_workload,1,0.0680,0.0100,0.0130
tar_workload,2,0.0700,0.0120,0.0140
tar_workload,3,0.0680,0.0060,0.0170
tar_workload,4,0.0300,0.0100,0.0020
tar_workload,5,0.0700,0.0060,0.0190
tar_workload,6,0.0690,0.0050,0.0200
tar_workload,7,0.0700,0.0110,0.0140
tar_workload,8,0.0690,0.0080,0.0170
tar_workload,9,0.0680,0.0060,0.0160
tar_workload,10,0.0720,0.0080,0.0180
tar_workload,11,0.0690,0.0040,0.0210
tar_workload,12,0.0750,0.0070,0.0190
tar_workload,13,0.0690,0.0030,0.0220
tar_workload,14,0.0700,0.0190,0.0060
tar_workload,15,0.0700,0.0110,0.0140
tar_workload,16,0.0700,0.0110,0.0150
tar_workload,17,0.0700,0.0110,0.0140
tar_workload,18,0.0350,0.0150,0.0010
tar_workload,19,0.0690,0.0120,0.0120
tar_workload,20,0.0710,0.0080,0.0180
python_import,1,0.0930,0.0060,0.0190
python_import,2,0.0560,0.0040,0.0150
python_import,3,0.0540,0.0130,0.0040
python_import,4,0.0530,0.0040,0.0090
python_import,5,0.0570,0.0100,0.0070
python_import,6,0.0550,0.0040,0.0140
python_import,7,0.0550,0.0100,0.0090
python_import,8,0.0560,0.0110,0.0080
python_import,9,0.0550,0.0040,0.0140
python_import,10,0.0560,0.0100,0.0090
python_import,11,0.0550,0.0100,0.0080
python_import,12,0.0560,0.0110,0.0040
python_import,13,0.0570,0.0100,0.0080
python_import,14,0.0550,0.0060,0.0110
python_import,15,0.0550,0.0120,0.0060
python_import,16,0.0560,0.0130,0.0040
python_import,17,0.0550,0.0180,0.0000
python_import,18,0.0550,0.0110,0.0070
python_import,19,0.0560,0.0110,0.0080
python_import,20,0.0550,0.0070,0.0110
